# ================================== Start of File ====================================
# Spatial dimensions = 3
# Kernel size = 7x7x7
# Polynomial order = 1x1x1
# Size of the convolution coefficient matrix = 8x343
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~172 = the left-half columns of the row.
# Column# 173 = the middle column of the row.
# Column# 174~344, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 172~2, respectively.
# Matrix starts:
	S	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03	+2.915452E-03
	A	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00	+7.288630E-04	+1.457726E-03	+2.186589E-03	-2.186589E-03	-1.457726E-03	-7.288630E-04	+0.000000E+00
	A	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+1.457726E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	+2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-5.466472E-04	-3.644315E-04	-1.822157E-04	+0.000000E+00	+1.822157E-04	+3.644315E-04	+5.466472E-04	-1.093294E-03	-7.288630E-04	-3.644315E-04	+0.000000E+00	+3.644315E-04	+7.288630E-04	+1.093294E-03	-1.639942E-03	-1.093294E-03	-5.466472E-04	+0.000000E+00	+5.466472E-04	+1.093294E-03	+1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-5.466472E-04	-3.644315E-04	-1.822157E-04	+0.000000E+00	+1.822157E-04	+3.644315E-04	+5.466472E-04	-1.093294E-03	-7.288630E-04	-3.644315E-04	+0.000000E+00	+3.644315E-04	+7.288630E-04	+1.093294E-03	-1.639942E-03	-1.093294E-03	-5.466472E-04	+0.000000E+00	+5.466472E-04	+1.093294E-03	+1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-5.466472E-04	-3.644315E-04	-1.822157E-04	+0.000000E+00	+1.822157E-04	+3.644315E-04	+5.466472E-04	-1.093294E-03	-7.288630E-04	-3.644315E-04	+0.000000E+00	+3.644315E-04	+7.288630E-04	+1.093294E-03	-1.639942E-03	-1.093294E-03	-5.466472E-04	+0.000000E+00	+5.466472E-04	+1.093294E-03	+1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-2.186589E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-1.457726E-03	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.639942E-03	+1.093294E-03	+5.466472E-04	+0.000000E+00	-5.466472E-04	-1.093294E-03	-1.639942E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+1.093294E-03	+7.288630E-04	+3.644315E-04	+0.000000E+00	-3.644315E-04	-7.288630E-04	-1.093294E-03	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.639942E-03	+1.639942E-03	+1.639942E-03	+1.639942E-03	+1.639942E-03	+1.639942E-03	+1.639942E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.639942E-03	-1.639942E-03	-1.639942E-03	-1.639942E-03	-1.639942E-03	-1.639942E-03	-1.639942E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+1.093294E-03	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+7.288630E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-7.288630E-04	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	-1.093294E-03	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+5.466472E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+3.644315E-04	+1.822157E-04	+1.822157E-04	+1.822157E-04	+1.822157E-04	+1.822157E-04	+1.822157E-04	+1.822157E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	-1.822157E-04	-1.822157E-04	-1.822157E-04	-1.822157E-04	-1.822157E-04	-1.822157E-04	-1.822157E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-3.644315E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	-5.466472E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-1.229956E-03	-8.199708E-04	-4.099854E-04	+0.000000E+00	+4.099854E-04	+8.199708E-04	+1.229956E-03	-8.199708E-04	-5.466472E-04	-2.733236E-04	+0.000000E+00	+2.733236E-04	+5.466472E-04	+8.199708E-04	-4.099854E-04	-2.733236E-04	-1.366618E-04	+0.000000E+00	+1.366618E-04	+2.733236E-04	+4.099854E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+4.099854E-04	+2.733236E-04	+1.366618E-04	+0.000000E+00	-1.366618E-04	-2.733236E-04	-4.099854E-04	+8.199708E-04	+5.466472E-04	+2.733236E-04	+0.000000E+00	-2.733236E-04	-5.466472E-04	-8.199708E-04	+1.229956E-03	+8.199708E-04	+4.099854E-04	+0.000000E+00	-4.099854E-04	-8.199708E-04	-1.229956E-03	-8.199708E-04	-5.466472E-04	-2.733236E-04	+0.000000E+00	+2.733236E-04	+5.466472E-04	+8.199708E-04	-5.466472E-04	-3.644315E-04	-1.822157E-04	+0.000000E+00	+1.822157E-04	+3.644315E-04	+5.466472E-04	-2.733236E-04	-1.822157E-04	-9.110787E-05	+0.000000E+00	+9.110787E-05	+1.822157E-04	+2.733236E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+2.733236E-04	+1.822157E-04	+9.110787E-05	+0.000000E+00	-9.110787E-05	-1.822157E-04	-2.733236E-04	+5.466472E-04	+3.644315E-04	+1.822157E-04	+0.000000E+00	-1.822157E-04	-3.644315E-04	-5.466472E-04	+8.199708E-04	+5.466472E-04	+2.733236E-04	+0.000000E+00	-2.733236E-04	-5.466472E-04	-8.199708E-04	-4.099854E-04	-2.733236E-04	-1.366618E-04	+0.000000E+00	+1.366618E-04	+2.733236E-04	+4.099854E-04	-2.733236E-04	-1.822157E-04	-9.110787E-05	+0.000000E+00	+9.110787E-05	+1.822157E-04	+2.733236E-04	-1.366618E-04	-9.110787E-05	-4.555394E-05	+0.000000E+00	+4.555394E-05	+9.110787E-05	+1.366618E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+1.366618E-04	+9.110787E-05	+4.555394E-05	+0.000000E+00	-4.555394E-05	-9.110787E-05	-1.366618E-04	+2.733236E-04	+1.822157E-04	+9.110787E-05	+0.000000E+00	-9.110787E-05	-1.822157E-04	-2.733236E-04	+4.099854E-04	+2.733236E-04	+1.366618E-04	+0.000000E+00	-1.366618E-04	-2.733236E-04	-4.099854E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
