# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 15x15
# Polynomial order = 3x3
# Size of the convolution coefficient matrix = 16x225
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~113 = the left-half columns of the row.
# Column# 114 = the middle column of the row.
# Column# 115~226, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 113~2, respectively.
# Matrix starts:
	S	+4.982699E-03	+8.304498E-04	-2.682992E-03	-5.557626E-03	-7.793452E-03	-9.390471E-03	-1.034868E-02	-1.066809E-02	-1.034868E-02	-9.390471E-03	-7.793452E-03	-5.557626E-03	-2.682992E-03	+8.304498E-04	+4.982699E-03	+8.304498E-04	+1.384083E-04	-4.471653E-04	-9.262710E-04	-1.298909E-03	-1.565079E-03	-1.724780E-03	-1.778014E-03	-1.724780E-03	-1.565079E-03	-1.298909E-03	-9.262710E-04	-4.471653E-04	+1.384083E-04	+8.304498E-04	-2.682992E-03	-4.471653E-04	+1.444688E-03	+2.992568E-03	+4.196474E-03	+5.056408E-03	+5.572367E-03	+5.744354E-03	+5.572367E-03	+5.056408E-03	+4.196474E-03	+2.992568E-03	+1.444688E-03	-4.471653E-04	-2.682992E-03	-5.557626E-03	-9.262710E-04	+2.992568E-03	+6.198890E-03	+8.692697E-03	+1.047399E-02	+1.154276E-02	+1.189902E-02	+1.154276E-02	+1.047399E-02	+8.692697E-03	+6.198890E-03	+2.992568E-03	-9.262710E-04	-5.557626E-03	-7.793452E-03	-1.298909E-03	+4.196474E-03	+8.692697E-03	+1.218976E-02	+1.468766E-02	+1.618640E-02	+1.668598E-02	+1.618640E-02	+1.468766E-02	+1.218976E-02	+8.692697E-03	+4.196474E-03	-1.298909E-03	-7.793452E-03	-9.390471E-03	-1.565079E-03	+5.056408E-03	+1.047399E-02	+1.468766E-02	+1.769743E-02	+1.950329E-02	+2.010524E-02	+1.950329E-02	+1.769743E-02	+1.468766E-02	+1.047399E-02	+5.056408E-03	-1.565079E-03	-9.390471E-03	-1.034868E-02	-1.724780E-03	+5.572367E-03	+1.154276E-02	+1.618640E-02	+1.950329E-02	+2.149342E-02	+2.215679E-02	+2.149342E-02	+1.950329E-02	+1.618640E-02	+1.154276E-02	+5.572367E-03	-1.724780E-03	-1.034868E-02	-1.066809E-02	-1.778014E-03	+5.744354E-03	+1.189902E-02	+1.668598E-02	+2.010524E-02	+2.215679E-02	+2.284065E-02
	A	-2.729719E-03	+8.705443E-04	+2.989129E-03	+3.872982E-03	+3.769049E-03	+2.924277E-03	+1.585612E-03	+0.000000E+00	-1.585612E-03	-2.924277E-03	-3.769049E-03	-3.872982E-03	-2.989129E-03	-8.705443E-04	+2.729719E-03	-4.549532E-04	+1.450907E-04	+4.981882E-04	+6.454970E-04	+6.281748E-04	+4.873795E-04	+2.642686E-04	+0.000000E+00	-2.642686E-04	-4.873795E-04	-6.281748E-04	-6.454970E-04	-4.981882E-04	-1.450907E-04	+4.549532E-04	+1.469849E-03	-4.687546E-04	-1.609531E-03	-2.085452E-03	-2.029488E-03	-1.574611E-03	-8.537909E-04	+0.000000E+00	+8.537909E-04	+1.574611E-03	+2.029488E-03	+2.085452E-03	+1.609531E-03	+4.687546E-04	-1.469849E-03	+3.044687E-03	-9.709917E-04	-3.334029E-03	-4.319865E-03	-4.203939E-03	-3.261693E-03	-1.768567E-03	+0.000000E+00	+1.768567E-03	+3.261693E-03	+4.203939E-03	+4.319865E-03	+3.334029E-03	+9.709917E-04	-3.044687E-03	+4.269561E-03	-1.361621E-03	-4.675305E-03	-6.057741E-03	-5.895179E-03	-4.573869E-03	-2.480059E-03	+0.000000E+00	+2.480059E-03	+4.573869E-03	+5.895179E-03	+6.057741E-03	+4.675305E-03	+1.361621E-03	-4.269561E-03	+5.144471E-03	-1.640641E-03	-5.633359E-03	-7.299082E-03	-7.103208E-03	-5.511137E-03	-2.988268E-03	+0.000000E+00	+2.988268E-03	+5.511137E-03	+7.103208E-03	+7.299082E-03	+5.633359E-03	+1.640641E-03	-5.144471E-03	+5.669417E-03	-1.808054E-03	-6.208192E-03	-8.043886E-03	-7.828025E-03	-6.073498E-03	-3.293193E-03	+0.000000E+00	+3.293193E-03	+6.073498E-03	+7.828025E-03	+8.043886E-03	+6.208192E-03	+1.808054E-03	-5.669417E-03	+5.844399E-03	-1.863858E-03	-6.399802E-03	-8.292154E-03	-8.069631E-03	-6.260952E-03	-3.394835E-03	+0.000000E+00
	S	-5.190311E-04	-2.965892E-04	-1.083691E-04	+4.562911E-05	+1.654055E-04	+2.509601E-04	+3.022929E-04	+3.194038E-04	+3.022929E-04	+2.509601E-04	+1.654055E-04	+4.562911E-05	-1.083691E-04	-2.965892E-04	-5.190311E-04	-8.650519E-05	-4.943154E-05	-1.806152E-05	+7.604852E-06	+2.756759E-05	+4.182669E-05	+5.038214E-05	+5.323396E-05	+5.038214E-05	+4.182669E-05	+2.756759E-05	+7.604852E-06	-1.806152E-05	-4.943154E-05	-8.650519E-05	+2.794783E-04	+1.597019E-04	+5.835261E-05	-2.456952E-05	-8.906452E-05	-1.351324E-04	-1.627731E-04	-1.719867E-04	-1.627731E-04	-1.351324E-04	-8.906452E-05	-2.456952E-05	+5.835261E-05	+1.597019E-04	+2.794783E-04	+5.789194E-04	+3.308111E-04	+1.208733E-04	-5.089401E-05	-1.844908E-04	-2.799170E-04	-3.371728E-04	-3.562581E-04	-3.371728E-04	-2.799170E-04	-1.844908E-04	-5.089401E-05	+1.208733E-04	+3.308111E-04	+5.789194E-04	+8.118179E-04	+4.638960E-04	+1.695004E-04	-7.136861E-05	-2.587112E-04	-3.925274E-04	-4.728170E-04	-4.995803E-04	-4.728170E-04	-3.925274E-04	-2.587112E-04	-7.136861E-05	+1.695004E-04	+4.638960E-04	+8.118179E-04	+9.781741E-04	+5.589566E-04	+2.042341E-04	-8.599333E-05	-3.117258E-04	-4.729633E-04	-5.697058E-04	-6.019533E-04	-5.697058E-04	-4.729633E-04	-3.117258E-04	-8.599333E-05	+2.042341E-04	+5.589566E-04	+9.781741E-04	+1.077988E-03	+6.159930E-04	+2.250744E-04	-9.476815E-05	-3.435346E-04	-5.212248E-04	-6.278390E-04	-6.633771E-04	-6.278390E-04	-5.212248E-04	-3.435346E-04	-9.476815E-05	+2.250744E-04	+6.159930E-04	+1.077988E-03	+1.111259E-03	+6.350051E-04	+2.320211E-04	-9.769310E-05	-3.541375E-04	-5.373120E-04	-6.472168E-04	-6.838517E-04
	A	+1.345636E-04	+1.922338E-05	-5.175524E-05	-8.576583E-05	-9.020199E-05	-7.245734E-05	-3.992547E-05	+0.000000E+00	+3.992547E-05	+7.245734E-05	+9.020199E-05	+8.576583E-05	+5.175524E-05	-1.922338E-05	-1.345636E-04	+2.242727E-05	+3.203896E-06	-8.625874E-06	-1.429430E-05	-1.503367E-05	-1.207622E-05	-6.654245E-06	+0.000000E+00	+6.654245E-06	+1.207622E-05	+1.503367E-05	+1.429430E-05	+8.625874E-06	-3.203896E-06	-2.242727E-05	-7.245734E-05	-1.035105E-05	+2.786821E-05	+4.618160E-05	+4.857030E-05	+3.901549E-05	+2.149833E-05	+0.000000E+00	-2.149833E-05	-3.901549E-05	-4.857030E-05	-4.618160E-05	-2.786821E-05	+1.035105E-05	+7.245734E-05	-1.500902E-04	-2.144146E-05	+5.772700E-05	+9.566189E-05	+1.006099E-04	+8.081780E-05	+4.453226E-05	+0.000000E+00	-4.453226E-05	-8.081780E-05	-1.006099E-04	-9.566189E-05	-5.772700E-05	+2.144146E-05	+1.500902E-04	-2.104713E-04	-3.006733E-05	+8.095051E-05	+1.341466E-04	+1.410852E-04	+1.133307E-04	+6.244753E-05	+0.000000E+00	-6.244753E-05	-1.133307E-04	-1.410852E-04	-1.341466E-04	-8.095051E-05	+3.006733E-05	+2.104713E-04	-2.536007E-04	-3.622867E-05	+9.753873E-05	+1.616356E-04	+1.699961E-04	+1.365542E-04	+7.524416E-05	+0.000000E+00	-7.524416E-05	-1.365542E-04	-1.699961E-04	-1.616356E-04	-9.753873E-05	+3.622867E-05	+2.536007E-04	-2.794783E-04	-3.992547E-05	+1.074917E-04	+1.781290E-04	+1.873426E-04	+1.504883E-04	+8.292214E-05	+0.000000E+00	-8.292214E-05	-1.504883E-04	-1.873426E-04	-1.781290E-04	-1.074917E-04	+3.992547E-05	+2.794783E-04	-2.881042E-04	-4.115774E-05	+1.108093E-04	+1.836268E-04	+1.931248E-04	+1.551330E-04	+8.548146E-05	+0.000000E+00
	A	-2.729719E-03	-4.549532E-04	+1.469849E-03	+3.044687E-03	+4.269561E-03	+5.144471E-03	+5.669417E-03	+5.844399E-03	+5.669417E-03	+5.144471E-03	+4.269561E-03	+3.044687E-03	+1.469849E-03	-4.549532E-04	-2.729719E-03	+8.705443E-04	+1.450907E-04	-4.687546E-04	-9.709917E-04	-1.361621E-03	-1.640641E-03	-1.808054E-03	-1.863858E-03	-1.808054E-03	-1.640641E-03	-1.361621E-03	-9.709917E-04	-4.687546E-04	+1.450907E-04	+8.705443E-04	+2.989129E-03	+4.981882E-04	-1.609531E-03	-3.334029E-03	-4.675305E-03	-5.633359E-03	-6.208192E-03	-6.399802E-03	-6.208192E-03	-5.633359E-03	-4.675305E-03	-3.334029E-03	-1.609531E-03	+4.981882E-04	+2.989129E-03	+3.872982E-03	+6.454970E-04	-2.085452E-03	-4.319865E-03	-6.057741E-03	-7.299082E-03	-8.043886E-03	-8.292154E-03	-8.043886E-03	-7.299082E-03	-6.057741E-03	-4.319865E-03	-2.085452E-03	+6.454970E-04	+3.872982E-03	+3.769049E-03	+6.281748E-04	-2.029488E-03	-4.203939E-03	-5.895179E-03	-7.103208E-03	-7.828025E-03	-8.069631E-03	-7.828025E-03	-7.103208E-03	-5.895179E-03	-4.203939E-03	-2.029488E-03	+6.281748E-04	+3.769049E-03	+2.924277E-03	+4.873795E-04	-1.574611E-03	-3.261693E-03	-4.573869E-03	-5.511137E-03	-6.073498E-03	-6.260952E-03	-6.073498E-03	-5.511137E-03	-4.573869E-03	-3.261693E-03	-1.574611E-03	+4.873795E-04	+2.924277E-03	+1.585612E-03	+2.642686E-04	-8.537909E-04	-1.768567E-03	-2.480059E-03	-2.988268E-03	-3.293193E-03	-3.394835E-03	-3.293193E-03	-2.988268E-03	-2.480059E-03	-1.768567E-03	-8.537909E-04	+2.642686E-04	+1.585612E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.495448E-03	-4.769186E-04	-1.637563E-03	-2.121773E-03	-2.064834E-03	-1.602034E-03	-8.686607E-04	+0.000000E+00	+8.686607E-04	+1.602034E-03	+2.064834E-03	+2.121773E-03	+1.637563E-03	+4.769186E-04	-1.495448E-03	-4.769186E-04	+1.520958E-04	+5.222410E-04	+6.766619E-04	+6.585034E-04	+5.109104E-04	+2.770276E-04	+0.000000E+00	-2.770276E-04	-5.109104E-04	-6.585034E-04	-6.766619E-04	-5.222410E-04	-1.520958E-04	+4.769186E-04	-1.637563E-03	+5.222410E-04	+1.793184E-03	+2.323408E-03	+2.261059E-03	+1.754278E-03	+9.512110E-04	+0.000000E+00	-9.512110E-04	-1.754278E-03	-2.261059E-03	-2.323408E-03	-1.793184E-03	-5.222410E-04	+1.637563E-03	-2.121773E-03	+6.766619E-04	+2.323408E-03	+3.010415E-03	+2.929629E-03	+2.272999E-03	+1.232474E-03	+0.000000E+00	-1.232474E-03	-2.272999E-03	-2.929629E-03	-3.010415E-03	-2.323408E-03	-6.766619E-04	+2.121773E-03	-2.064834E-03	+6.585034E-04	+2.261059E-03	+2.929629E-03	+2.851011E-03	+2.212003E-03	+1.199400E-03	+0.000000E+00	-1.199400E-03	-2.212003E-03	-2.851011E-03	-2.929629E-03	-2.261059E-03	-6.585034E-04	+2.064834E-03	-1.602034E-03	+5.109104E-04	+1.754278E-03	+2.272999E-03	+2.212003E-03	+1.716217E-03	+9.305734E-04	+0.000000E+00	-9.305734E-04	-1.716217E-03	-2.212003E-03	-2.272999E-03	-1.754278E-03	-5.109104E-04	+1.602034E-03	-8.686607E-04	+2.770276E-04	+9.512110E-04	+1.232474E-03	+1.199400E-03	+9.305734E-04	+5.045788E-04	+0.000000E+00	-5.045788E-04	-9.305734E-04	-1.199400E-03	-1.232474E-03	-9.512110E-04	-2.770276E-04	+8.686607E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+2.843458E-04	+1.624833E-04	+5.936890E-05	-2.499743E-05	-9.061568E-05	-1.374859E-04	-1.656080E-04	-1.749820E-04	-1.656080E-04	-1.374859E-04	-9.061568E-05	-2.499743E-05	+5.936890E-05	+1.624833E-04	+2.843458E-04	-9.068170E-05	-5.181811E-05	-1.893354E-05	+7.972017E-06	+2.889856E-05	+4.384610E-05	+5.281462E-05	+5.580412E-05	+5.281462E-05	+4.384610E-05	+2.889856E-05	+7.972017E-06	-1.893354E-05	-5.181811E-05	-9.068170E-05	-3.113676E-04	-1.779244E-04	-6.501082E-05	+2.737298E-05	+9.922705E-05	+1.505514E-04	+1.813460E-04	+1.916109E-04	+1.813460E-04	+1.505514E-04	+9.922705E-05	+2.737298E-05	-6.501082E-05	-1.779244E-04	-3.113676E-04	-4.034356E-04	-2.305346E-04	-8.423381E-05	+3.546687E-05	+1.285674E-04	+1.950678E-04	+2.349680E-04	+2.482681E-04	+2.349680E-04	+1.950678E-04	+1.285674E-04	+3.546687E-05	-8.423381E-05	-2.305346E-04	-4.034356E-04	-3.926093E-04	-2.243482E-04	-8.197337E-05	+3.451510E-05	+1.251172E-04	+1.898331E-04	+2.286625E-04	+2.416057E-04	+2.286625E-04	+1.898331E-04	+1.251172E-04	+3.451510E-05	-8.197337E-05	-2.243482E-04	-3.926093E-04	-3.046122E-04	-1.740641E-04	-6.360034E-05	+2.677909E-05	+9.707421E-05	+1.472850E-04	+1.774115E-04	+1.874536E-04	+1.774115E-04	+1.472850E-04	+9.707421E-05	+2.677909E-05	-6.360034E-05	-1.740641E-04	-3.046122E-04	-1.651679E-04	-9.438164E-05	-3.448560E-05	+1.452025E-05	+5.263592E-05	+7.986139E-05	+9.619668E-05	+1.016418E-04	+9.619668E-05	+7.986139E-05	+5.263592E-05	+1.452025E-05	-3.448560E-05	-9.438164E-05	-1.651679E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-7.371927E-05	-1.053132E-05	+2.835357E-05	+4.698591E-05	+4.941622E-05	+3.969499E-05	+2.187275E-05	+0.000000E+00	-2.187275E-05	-3.969499E-05	-4.941622E-05	-4.698591E-05	-2.835357E-05	+1.053132E-05	+7.371927E-05	+2.351007E-05	+3.358581E-06	-9.042335E-06	-1.498444E-05	-1.575950E-05	-1.265927E-05	-6.975515E-06	+0.000000E+00	+6.975515E-06	+1.265927E-05	+1.575950E-05	+1.498444E-05	+9.042335E-06	-3.358581E-06	-2.351007E-05	+8.072494E-05	+1.153213E-05	-3.104805E-05	-5.145106E-05	-5.411232E-05	-4.346728E-05	-2.395136E-05	+0.000000E+00	+2.395136E-05	+4.346728E-05	+5.411232E-05	+5.145106E-05	+3.104805E-05	-1.153213E-05	-8.072494E-05	+1.045944E-04	+1.494206E-05	-4.022862E-05	-6.666458E-05	-7.011275E-05	-5.632007E-05	-3.103351E-05	+0.000000E+00	+3.103351E-05	+5.632007E-05	+7.011275E-05	+6.666458E-05	+4.022862E-05	-1.494206E-05	-1.045944E-04	+1.017876E-04	+1.454108E-05	-3.914907E-05	-6.487561E-05	-6.823124E-05	-5.480870E-05	-3.020071E-05	+0.000000E+00	+3.020071E-05	+5.480870E-05	+6.823124E-05	+6.487561E-05	+3.914907E-05	-1.454108E-05	-1.017876E-04	+7.897352E-05	+1.128193E-05	-3.037443E-05	-5.033477E-05	-5.293830E-05	-4.252421E-05	-2.343171E-05	+0.000000E+00	+2.343171E-05	+4.252421E-05	+5.293830E-05	+5.033477E-05	+3.037443E-05	-1.128193E-05	-7.897352E-05	+4.282130E-05	+6.117329E-06	-1.646973E-05	-2.729270E-05	-2.870439E-05	-2.305762E-05	-1.270522E-05	+0.000000E+00	+1.270522E-05	+2.305762E-05	+2.870439E-05	+2.729270E-05	+1.646973E-05	-6.117329E-06	-4.282130E-05	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-5.190311E-04	-8.650519E-05	+2.794783E-04	+5.789194E-04	+8.118179E-04	+9.781741E-04	+1.077988E-03	+1.111259E-03	+1.077988E-03	+9.781741E-04	+8.118179E-04	+5.789194E-04	+2.794783E-04	-8.650519E-05	-5.190311E-04	-2.965892E-04	-4.943154E-05	+1.597019E-04	+3.308111E-04	+4.638960E-04	+5.589566E-04	+6.159930E-04	+6.350051E-04	+6.159930E-04	+5.589566E-04	+4.638960E-04	+3.308111E-04	+1.597019E-04	-4.943154E-05	-2.965892E-04	-1.083691E-04	-1.806152E-05	+5.835261E-05	+1.208733E-04	+1.695004E-04	+2.042341E-04	+2.250744E-04	+2.320211E-04	+2.250744E-04	+2.042341E-04	+1.695004E-04	+1.208733E-04	+5.835261E-05	-1.806152E-05	-1.083691E-04	+4.562911E-05	+7.604852E-06	-2.456952E-05	-5.089401E-05	-7.136861E-05	-8.599333E-05	-9.476815E-05	-9.769310E-05	-9.476815E-05	-8.599333E-05	-7.136861E-05	-5.089401E-05	-2.456952E-05	+7.604852E-06	+4.562911E-05	+1.654055E-04	+2.756759E-05	-8.906452E-05	-1.844908E-04	-2.587112E-04	-3.117258E-04	-3.435346E-04	-3.541375E-04	-3.435346E-04	-3.117258E-04	-2.587112E-04	-1.844908E-04	-8.906452E-05	+2.756759E-05	+1.654055E-04	+2.509601E-04	+4.182669E-05	-1.351324E-04	-2.799170E-04	-3.925274E-04	-4.729633E-04	-5.212248E-04	-5.373120E-04	-5.212248E-04	-4.729633E-04	-3.925274E-04	-2.799170E-04	-1.351324E-04	+4.182669E-05	+2.509601E-04	+3.022929E-04	+5.038214E-05	-1.627731E-04	-3.371728E-04	-4.728170E-04	-5.697058E-04	-6.278390E-04	-6.472168E-04	-6.278390E-04	-5.697058E-04	-4.728170E-04	-3.371728E-04	-1.627731E-04	+5.038214E-05	+3.022929E-04	+3.194038E-04	+5.323396E-05	-1.719867E-04	-3.562581E-04	-4.995803E-04	-6.019533E-04	-6.633771E-04	-6.838517E-04
	A	+2.843458E-04	-9.068170E-05	-3.113676E-04	-4.034356E-04	-3.926093E-04	-3.046122E-04	-1.651679E-04	+0.000000E+00	+1.651679E-04	+3.046122E-04	+3.926093E-04	+4.034356E-04	+3.113676E-04	+9.068170E-05	-2.843458E-04	+1.624833E-04	-5.181811E-05	-1.779244E-04	-2.305346E-04	-2.243482E-04	-1.740641E-04	-9.438164E-05	+0.000000E+00	+9.438164E-05	+1.740641E-04	+2.243482E-04	+2.305346E-04	+1.779244E-04	+5.181811E-05	-1.624833E-04	+5.936890E-05	-1.893354E-05	-6.501082E-05	-8.423381E-05	-8.197337E-05	-6.360034E-05	-3.448560E-05	+0.000000E+00	+3.448560E-05	+6.360034E-05	+8.197337E-05	+8.423381E-05	+6.501082E-05	+1.893354E-05	-5.936890E-05	-2.499743E-05	+7.972017E-06	+2.737298E-05	+3.546687E-05	+3.451510E-05	+2.677909E-05	+1.452025E-05	+0.000000E+00	-1.452025E-05	-2.677909E-05	-3.451510E-05	-3.546687E-05	-2.737298E-05	-7.972017E-06	+2.499743E-05	-9.061568E-05	+2.889856E-05	+9.922705E-05	+1.285674E-04	+1.251172E-04	+9.707421E-05	+5.263592E-05	+0.000000E+00	-5.263592E-05	-9.707421E-05	-1.251172E-04	-1.285674E-04	-9.922705E-05	-2.889856E-05	+9.061568E-05	-1.374859E-04	+4.384610E-05	+1.505514E-04	+1.950678E-04	+1.898331E-04	+1.472850E-04	+7.986139E-05	+0.000000E+00	-7.986139E-05	-1.472850E-04	-1.898331E-04	-1.950678E-04	-1.505514E-04	-4.384610E-05	+1.374859E-04	-1.656080E-04	+5.281462E-05	+1.813460E-04	+2.349680E-04	+2.286625E-04	+1.774115E-04	+9.619668E-05	+0.000000E+00	-9.619668E-05	-1.774115E-04	-2.286625E-04	-2.349680E-04	-1.813460E-04	-5.281462E-05	+1.656080E-04	-1.749820E-04	+5.580412E-05	+1.916109E-04	+2.482681E-04	+2.416057E-04	+1.874536E-04	+1.016418E-04	+0.000000E+00
