# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 7x7
# Polynomial order = 3x5
# Size of the convolution coefficient matrix = 24x49
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~25 = the left-half columns of the row.
# Column# 26 = the middle column of the row.
# Column# 27~50, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 25~2, respectively.
# Matrix starts:
	S	-2.061431E-03	+1.236858E-02	-3.092146E-02	-5.400948E-02	-3.092146E-02	+1.236858E-02	-2.061431E-03	+3.092146E-03	-1.855288E-02	+4.638219E-02	+8.101422E-02	+4.638219E-02	-1.855288E-02	+3.092146E-03	+6.184292E-03	-3.710575E-02	+9.276438E-02	+1.620284E-01	+9.276438E-02	-3.710575E-02	+6.184292E-03	+7.215007E-03	-4.329004E-02	+1.082251E-01	+1.890332E-01
	A	+1.587302E-03	-1.428571E-02	+7.142857E-02	+0.000000E+00	-7.142857E-02	+1.428571E-02	-1.587302E-03	-2.380952E-03	+2.142857E-02	-1.071429E-01	+0.000000E+00	+1.071429E-01	-2.142857E-02	+2.380952E-03	-4.761905E-03	+4.285714E-02	-2.142857E-01	+0.000000E+00	+2.142857E-01	-4.285714E-02	+4.761905E-03	-5.555556E-03	+5.000000E-02	-2.500000E-01	+0.000000E+00
	S	+4.689755E-03	-2.417027E-02	+6.854257E-03	+2.525253E-02	+6.854257E-03	-2.417027E-02	+4.689755E-03	-7.034632E-03	+3.625541E-02	-1.028139E-02	-3.787879E-02	-1.028139E-02	+3.625541E-02	-7.034632E-03	-1.406926E-02	+7.251082E-02	-2.056277E-02	-7.575758E-02	-2.056277E-02	+7.251082E-02	-1.406926E-02	-1.641414E-02	+8.459596E-02	-2.398990E-02	-8.838384E-02
	A	-1.984127E-03	+1.587302E-02	-2.579365E-02	+0.000000E+00	+2.579365E-02	-1.587302E-02	+1.984127E-03	+2.976190E-03	-2.380952E-02	+3.869048E-02	+0.000000E+00	-3.869048E-02	+2.380952E-02	-2.976190E-03	+5.952381E-03	-4.761905E-02	+7.738095E-02	+0.000000E+00	-7.738095E-02	+4.761905E-02	-5.952381E-03	+6.944444E-03	-5.555556E-02	+9.027778E-02	+0.000000E+00
	S	-1.082251E-03	+2.525253E-03	-3.607504E-04	-2.164502E-03	-3.607504E-04	+2.525253E-03	-1.082251E-03	+1.623377E-03	-3.787879E-03	+5.411255E-04	+3.246753E-03	+5.411255E-04	-3.787879E-03	+1.623377E-03	+3.246753E-03	-7.575758E-03	+1.082251E-03	+6.493506E-03	+1.082251E-03	-7.575758E-03	+3.246753E-03	+3.787879E-03	-8.838384E-03	+1.262626E-03	+7.575758E-03
	A	+3.968254E-04	-1.587302E-03	+1.984127E-03	+0.000000E+00	-1.984127E-03	+1.587302E-03	-3.968254E-04	-5.952381E-04	+2.380952E-03	-2.976190E-03	+0.000000E+00	+2.976190E-03	-2.380952E-03	+5.952381E-04	-1.190476E-03	+4.761905E-03	-5.952381E-03	+0.000000E+00	+5.952381E-03	-4.761905E-03	+1.190476E-03	-1.388889E-03	+5.555556E-03	-6.944444E-03	+0.000000E+00
	A	+1.889645E-03	-1.133787E-02	+2.834467E-02	+4.950869E-02	+2.834467E-02	-1.133787E-02	+1.889645E-03	-5.754827E-03	+3.452896E-02	-8.632241E-02	-1.507765E-01	-8.632241E-02	+3.452896E-02	-5.754827E-03	-4.981791E-03	+2.989074E-02	-7.472686E-02	-1.305229E-01	-7.472686E-02	+2.989074E-02	-4.981791E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-1.455026E-03	+1.309524E-02	-6.547619E-02	+0.000000E+00	+6.547619E-02	-1.309524E-02	+1.455026E-03	+4.431217E-03	-3.988095E-02	+1.994048E-01	+0.000000E+00	-1.994048E-01	+3.988095E-02	-4.431217E-03	+3.835979E-03	-3.452381E-02	+1.726190E-01	+0.000000E+00	-1.726190E-01	+3.452381E-02	-3.835979E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-4.298942E-03	+2.215608E-02	-6.283069E-03	-2.314815E-02	-6.283069E-03	+2.215608E-02	-4.298942E-03	+1.309223E-02	-6.747535E-02	+1.913480E-02	+7.049663E-02	+1.913480E-02	-6.747535E-02	+1.309223E-02	+1.133357E-02	-5.841150E-02	+1.656445E-02	+6.102694E-02	+1.656445E-02	-5.841150E-02	+1.133357E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.818783E-03	-1.455026E-02	+2.364418E-02	+0.000000E+00	-2.364418E-02	+1.455026E-02	-1.818783E-03	-5.539021E-03	+4.431217E-02	-7.200728E-02	+0.000000E+00	+7.200728E-02	-4.431217E-02	+5.539021E-03	-4.794974E-03	+3.835979E-02	-6.233466E-02	+0.000000E+00	+6.233466E-02	-3.835979E-02	+4.794974E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
