# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 9x9
# Polynomial order = 3x5
# Size of the convolution coefficient matrix = 24x81
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~41 = the left-half columns of the row.
# Column# 42 = the middle column of the row.
# Column# 43~82, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 41~2, respectively.
# Matrix starts:
	S	-3.178640E-03	+1.165501E-02	-6.357279E-03	-2.860776E-02	-3.793177E-02	-2.860776E-02	-6.357279E-03	+1.165501E-02	-3.178640E-03	+2.119093E-03	-7.770008E-03	+4.238186E-03	+1.907184E-02	+2.528784E-02	+1.907184E-02	+4.238186E-03	-7.770008E-03	+2.119093E-03	+5.903188E-03	-2.164502E-02	+1.180638E-02	+5.312869E-02	+7.044471E-02	+5.312869E-02	+1.180638E-02	-2.164502E-02	+5.903188E-03	+8.173645E-03	-2.997003E-02	+1.634729E-02	+7.356280E-02	+9.753882E-02	+7.356280E-02	+1.634729E-02	-2.997003E-02	+8.173645E-03	+8.930463E-03	-3.274503E-02	+1.786093E-02	+8.037417E-02	+1.065702E-01
	A	+2.691248E-03	-1.463234E-02	+2.404111E-02	+3.050434E-02	+0.000000E+00	-3.050434E-02	-2.404111E-02	+1.463234E-02	-2.691248E-03	-1.794165E-03	+9.754892E-03	-1.602741E-02	-2.033623E-02	+0.000000E+00	+2.033623E-02	+1.602741E-02	-9.754892E-03	+1.794165E-03	-4.998032E-03	+2.717434E-02	-4.464778E-02	-5.665092E-02	+0.000000E+00	+5.665092E-02	+4.464778E-02	-2.717434E-02	+4.998032E-03	-6.920352E-03	+3.762601E-02	-6.182000E-02	-7.843974E-02	+0.000000E+00	+7.843974E-02	+6.182000E-02	-3.762601E-02	+6.920352E-03	-7.561126E-03	+4.110990E-02	-6.754407E-02	-8.570268E-02	+0.000000E+00
	S	+3.337572E-03	-9.827294E-03	-3.999788E-03	+5.589108E-03	+9.800805E-03	+5.589108E-03	-3.999788E-03	-9.827294E-03	+3.337572E-03	-2.225048E-03	+6.551529E-03	+2.666525E-03	-3.726072E-03	-6.533870E-03	-3.726072E-03	+2.666525E-03	+6.551529E-03	-2.225048E-03	-6.198347E-03	+1.825069E-02	+7.428178E-03	-1.037977E-02	-1.820150E-02	-1.037977E-02	+7.428178E-03	+1.825069E-02	-6.198347E-03	-8.582327E-03	+2.527018E-02	+1.028517E-02	-1.437199E-02	-2.520207E-02	-1.437199E-02	+1.028517E-02	+2.527018E-02	-8.582327E-03	-9.376987E-03	+2.761002E-02	+1.123750E-02	-1.570273E-02	-2.753560E-02
	A	-1.324433E-03	+6.052659E-03	-3.390549E-03	-6.079148E-03	+0.000000E+00	+6.079148E-03	+3.390549E-03	-6.052659E-03	+1.324433E-03	+8.829554E-04	-4.035106E-03	+2.260366E-03	+4.052765E-03	+0.000000E+00	-4.052765E-03	-2.260366E-03	+4.035106E-03	-8.829554E-04	+2.459662E-03	-1.124065E-02	+6.296734E-03	+1.128985E-02	+0.000000E+00	-1.128985E-02	-6.296734E-03	+1.124065E-02	-2.459662E-03	+3.405685E-03	-1.556398E-02	+8.718554E-03	+1.563210E-02	+0.000000E+00	-1.563210E-02	-8.718554E-03	+1.556398E-02	-3.405685E-03	+3.721026E-03	-1.700509E-02	+9.525828E-03	+1.707951E-02	+0.000000E+00
	S	-3.708413E-04	+5.562619E-04	+2.913753E-04	-2.383980E-04	-4.767959E-04	-2.383980E-04	+2.913753E-04	+5.562619E-04	-3.708413E-04	+2.472275E-04	-3.708413E-04	-1.942502E-04	+1.589320E-04	+3.178640E-04	+1.589320E-04	-1.942502E-04	-3.708413E-04	+2.472275E-04	+6.887052E-04	-1.033058E-03	-5.411255E-04	+4.427391E-04	+8.854782E-04	+4.427391E-04	-5.411255E-04	-1.033058E-03	+6.887052E-04	+9.535919E-04	-1.430388E-03	-7.492507E-04	+6.130233E-04	+1.226047E-03	+6.130233E-04	-7.492507E-04	-1.430388E-03	+9.535919E-04	+1.041887E-03	-1.562831E-03	-8.186258E-04	+6.697848E-04	+1.339570E-03
	A	+1.165501E-04	-3.205128E-04	+1.165501E-04	+2.622378E-04	+0.000000E+00	-2.622378E-04	-1.165501E-04	+3.205128E-04	-1.165501E-04	-7.770008E-05	+2.136752E-04	-7.770008E-05	-1.748252E-04	+0.000000E+00	+1.748252E-04	+7.770008E-05	-2.136752E-04	+7.770008E-05	-2.164502E-04	+5.952381E-04	-2.164502E-04	-4.870130E-04	+0.000000E+00	+4.870130E-04	+2.164502E-04	-5.952381E-04	+2.164502E-04	-2.997003E-04	+8.241758E-04	-2.997003E-04	-6.743257E-04	+0.000000E+00	+6.743257E-04	+2.997003E-04	-8.241758E-04	+2.997003E-04	-3.274503E-04	+9.004884E-04	-3.274503E-04	-7.367632E-04	+0.000000E+00
	A	+2.531139E-03	-9.280843E-03	+5.062278E-03	+2.278025E-02	+3.020492E-02	+2.278025E-02	+5.062278E-03	-9.280843E-03	+2.531139E-03	-4.179322E-03	+1.532418E-02	-8.358645E-03	-3.761390E-02	-4.987325E-02	-3.761390E-02	-8.358645E-03	+1.532418E-02	-4.179322E-03	-5.680347E-03	+2.082794E-02	-1.136069E-02	-5.112312E-02	-6.778547E-02	-5.112312E-02	-1.136069E-02	+2.082794E-02	-5.680347E-03	-3.708413E-03	+1.359751E-02	-7.416826E-03	-3.337572E-02	-4.425373E-02	-3.337572E-02	-7.416826E-03	+1.359751E-02	-3.708413E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-2.143031E-03	+1.165168E-02	-1.914385E-02	-2.429050E-02	+0.000000E+00	+2.429050E-02	+1.914385E-02	-1.165168E-02	+2.143031E-03	+3.538493E-03	-1.923881E-02	+3.160961E-02	+4.010756E-02	+0.000000E+00	-4.010756E-02	-3.160961E-02	+1.923881E-02	-3.538493E-03	+4.809360E-03	-2.614853E-02	+4.296235E-02	+5.451239E-02	+0.000000E+00	-5.451239E-02	-4.296235E-02	+2.614853E-02	-4.809360E-03	+3.139790E-03	-1.707106E-02	+2.804796E-02	+3.558840E-02	+0.000000E+00	-3.558840E-02	-2.804796E-02	+1.707106E-02	-3.139790E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-2.657696E-03	+7.825438E-03	+3.185016E-03	-4.450586E-03	-7.804345E-03	-4.450586E-03	+3.185016E-03	+7.825438E-03	-2.657696E-03	+4.388288E-03	-1.292107E-02	-5.258981E-03	+7.348642E-03	+1.288624E-02	+7.348642E-03	-5.258981E-03	-1.292107E-02	+4.388288E-03	+5.964364E-03	-1.756174E-02	-7.147769E-03	+9.987943E-03	+1.751440E-02	+9.987943E-03	-7.147769E-03	-1.756174E-02	+5.964364E-03	+3.893833E-03	-1.146518E-02	-4.666419E-03	+6.520626E-03	+1.143427E-02	+6.520626E-03	-4.666419E-03	-1.146518E-02	+3.893833E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.054641E-03	-4.819710E-03	+2.699881E-03	+4.840803E-03	+0.000000E+00	-4.840803E-03	-2.699881E-03	+4.819710E-03	-1.054641E-03	-1.741384E-03	+7.958126E-03	-4.457944E-03	-7.992954E-03	+0.000000E+00	+7.992954E-03	+4.457944E-03	-7.958126E-03	+1.741384E-03	-2.366811E-03	+1.081633E-02	-6.059036E-03	-1.086366E-02	+0.000000E+00	+1.086366E-02	+6.059036E-03	-1.081633E-02	+2.366811E-03	-1.545172E-03	+7.061436E-03	-3.955640E-03	-7.092339E-03	+0.000000E+00	+7.092339E-03	+3.955640E-03	-7.061436E-03	+1.545172E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+2.952995E-04	-4.429493E-04	-2.320211E-04	+1.898354E-04	+3.796708E-04	+1.898354E-04	-2.320211E-04	-4.429493E-04	+2.952995E-04	-4.875876E-04	+7.313814E-04	+3.831045E-04	-3.134492E-04	-6.268984E-04	-3.134492E-04	+3.831045E-04	+7.313814E-04	-4.875876E-04	-6.627071E-04	+9.940607E-04	+5.206984E-04	-4.260260E-04	-8.520520E-04	-4.260260E-04	+5.206984E-04	+9.940607E-04	-6.627071E-04	-4.326482E-04	+6.489722E-04	+3.399378E-04	-2.781310E-04	-5.562619E-04	-2.781310E-04	+3.399378E-04	+6.489722E-04	-4.326482E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-9.280843E-05	+2.552232E-04	-9.280843E-05	-2.088190E-04	+0.000000E+00	+2.088190E-04	+9.280843E-05	-2.552232E-04	+9.280843E-05	+1.532418E-04	-4.214150E-04	+1.532418E-04	+3.447941E-04	+0.000000E+00	-3.447941E-04	-1.532418E-04	+4.214150E-04	-1.532418E-04	+2.082794E-04	-5.727683E-04	+2.082794E-04	+4.686286E-04	+0.000000E+00	-4.686286E-04	-2.082794E-04	+5.727683E-04	-2.082794E-04	+1.359751E-04	-3.739316E-04	+1.359751E-04	+3.059441E-04	+0.000000E+00	-3.059441E-04	-1.359751E-04	+3.739316E-04	-1.359751E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
