# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 9x9
# Polynomial order = 1x3
# Size of the convolution coefficient matrix = 8x81
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~41 = the left-half columns of the row.
# Column# 42 = the middle column of the row.
# Column# 43~82, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 41~2, respectively.
# Matrix starts:
	S	-1.010101E-02	+6.734007E-03	+1.875902E-02	+2.597403E-02	+2.837903E-02	+2.597403E-02	+1.875902E-02	+6.734007E-03	-1.010101E-02	-1.010101E-02	+6.734007E-03	+1.875902E-02	+2.597403E-02	+2.837903E-02	+2.597403E-02	+1.875902E-02	+6.734007E-03	-1.010101E-02	-1.010101E-02	+6.734007E-03	+1.875902E-02	+2.597403E-02	+2.837903E-02	+2.597403E-02	+1.875902E-02	+6.734007E-03	-1.010101E-02	-1.010101E-02	+6.734007E-03	+1.875902E-02	+2.597403E-02	+2.837903E-02	+2.597403E-02	+1.875902E-02	+6.734007E-03	-1.010101E-02	-1.010101E-02	+6.734007E-03	+1.875902E-02	+2.597403E-02	+2.837903E-02
	A	+8.043397E-03	-1.328096E-02	-1.805088E-02	-1.178451E-02	+0.000000E+00	+1.178451E-02	+1.805088E-02	+1.328096E-02	-8.043397E-03	+8.043397E-03	-1.328096E-02	-1.805088E-02	-1.178451E-02	+0.000000E+00	+1.178451E-02	+1.805088E-02	+1.328096E-02	-8.043397E-03	+8.043397E-03	-1.328096E-02	-1.805088E-02	-1.178451E-02	+0.000000E+00	+1.178451E-02	+1.805088E-02	+1.328096E-02	-8.043397E-03	+8.043397E-03	-1.328096E-02	-1.805088E-02	-1.178451E-02	+0.000000E+00	+1.178451E-02	+1.805088E-02	+1.328096E-02	-8.043397E-03	+8.043397E-03	-1.328096E-02	-1.805088E-02	-1.178451E-02	+0.000000E+00
	S	+3.367003E-03	+8.417508E-04	-9.620010E-04	-2.044252E-03	-2.405002E-03	-2.044252E-03	-9.620010E-04	+8.417508E-04	+3.367003E-03	+3.367003E-03	+8.417508E-04	-9.620010E-04	-2.044252E-03	-2.405002E-03	-2.044252E-03	-9.620010E-04	+8.417508E-04	+3.367003E-03	+3.367003E-03	+8.417508E-04	-9.620010E-04	-2.044252E-03	-2.405002E-03	-2.044252E-03	-9.620010E-04	+8.417508E-04	+3.367003E-03	+3.367003E-03	+8.417508E-04	-9.620010E-04	-2.044252E-03	-2.405002E-03	-2.044252E-03	-9.620010E-04	+8.417508E-04	+3.367003E-03	+3.367003E-03	+8.417508E-04	-9.620010E-04	-2.044252E-03	-2.405002E-03
	A	-1.309390E-03	+6.546951E-04	+1.215862E-03	+8.417508E-04	+0.000000E+00	-8.417508E-04	-1.215862E-03	-6.546951E-04	+1.309390E-03	-1.309390E-03	+6.546951E-04	+1.215862E-03	+8.417508E-04	+0.000000E+00	-8.417508E-04	-1.215862E-03	-6.546951E-04	+1.309390E-03	-1.309390E-03	+6.546951E-04	+1.215862E-03	+8.417508E-04	+0.000000E+00	-8.417508E-04	-1.215862E-03	-6.546951E-04	+1.309390E-03	-1.309390E-03	+6.546951E-04	+1.215862E-03	+8.417508E-04	+0.000000E+00	-8.417508E-04	-1.215862E-03	-6.546951E-04	+1.309390E-03	-1.309390E-03	+6.546951E-04	+1.215862E-03	+8.417508E-04	+0.000000E+00
	A	+6.060606E-03	-4.040404E-03	-1.125541E-02	-1.558442E-02	-1.702742E-02	-1.558442E-02	-1.125541E-02	-4.040404E-03	+6.060606E-03	+4.545455E-03	-3.030303E-03	-8.441558E-03	-1.168831E-02	-1.277056E-02	-1.168831E-02	-8.441558E-03	-3.030303E-03	+4.545455E-03	+3.030303E-03	-2.020202E-03	-5.627706E-03	-7.792208E-03	-8.513709E-03	-7.792208E-03	-5.627706E-03	-2.020202E-03	+3.030303E-03	+1.515152E-03	-1.010101E-03	-2.813853E-03	-3.896104E-03	-4.256854E-03	-3.896104E-03	-2.813853E-03	-1.010101E-03	+1.515152E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-4.826038E-03	+7.968575E-03	+1.083053E-02	+7.070707E-03	+0.000000E+00	-7.070707E-03	-1.083053E-02	-7.968575E-03	+4.826038E-03	-3.619529E-03	+5.976431E-03	+8.122896E-03	+5.303030E-03	+0.000000E+00	-5.303030E-03	-8.122896E-03	-5.976431E-03	+3.619529E-03	-2.413019E-03	+3.984287E-03	+5.415264E-03	+3.535354E-03	+0.000000E+00	-3.535354E-03	-5.415264E-03	-3.984287E-03	+2.413019E-03	-1.206510E-03	+1.992144E-03	+2.707632E-03	+1.767677E-03	+0.000000E+00	-1.767677E-03	-2.707632E-03	-1.992144E-03	+1.206510E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-2.020202E-03	-5.050505E-04	+5.772006E-04	+1.226551E-03	+1.443001E-03	+1.226551E-03	+5.772006E-04	-5.050505E-04	-2.020202E-03	-1.515152E-03	-3.787879E-04	+4.329004E-04	+9.199134E-04	+1.082251E-03	+9.199134E-04	+4.329004E-04	-3.787879E-04	-1.515152E-03	-1.010101E-03	-2.525253E-04	+2.886003E-04	+6.132756E-04	+7.215007E-04	+6.132756E-04	+2.886003E-04	-2.525253E-04	-1.010101E-03	-5.050505E-04	-1.262626E-04	+1.443001E-04	+3.066378E-04	+3.607504E-04	+3.066378E-04	+1.443001E-04	-1.262626E-04	-5.050505E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+7.856341E-04	-3.928171E-04	-7.295174E-04	-5.050505E-04	+0.000000E+00	+5.050505E-04	+7.295174E-04	+3.928171E-04	-7.856341E-04	+5.892256E-04	-2.946128E-04	-5.471380E-04	-3.787879E-04	+0.000000E+00	+3.787879E-04	+5.471380E-04	+2.946128E-04	-5.892256E-04	+3.928171E-04	-1.964085E-04	-3.647587E-04	-2.525253E-04	+0.000000E+00	+2.525253E-04	+3.647587E-04	+1.964085E-04	-3.928171E-04	+1.964085E-04	-9.820426E-05	-1.823793E-04	-1.262626E-04	+0.000000E+00	+1.262626E-04	+1.823793E-04	+9.820426E-05	-1.964085E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
#   as long as you credit me and license your new creations under the terms identical
#   to the current license.
# SEE "https://creativecommons.org/licenses/by-nc-sa/4.0" FOR DETAILS.
#
# RELEASED BY: Chandra Shekhar
#      E-mail: chandraiitk[AT]yahoo[DOT]co[DOT]in
#    Homepage: https://sites.google.com/site/chandraacads
# FOR ANY QUESTION OR COMMENT, OR FOR A COMMERCIAL LICENSE, PLEASE EMAIL ME.
#
# For additional details, please visit my homepage.
#
# ==================================== End of File ====================================
