# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 7x7
# Polynomial order = 1x5
# Size of the convolution coefficient matrix = 12x49
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~25 = the left-half columns of the row.
# Column# 26 = the middle column of the row.
# Column# 27~50, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 25~2, respectively.
# Matrix starts:
	S	+3.092146E-03	-1.855288E-02	+4.638219E-02	+8.101422E-02	+4.638219E-02	-1.855288E-02	+3.092146E-03	+3.092146E-03	-1.855288E-02	+4.638219E-02	+8.101422E-02	+4.638219E-02	-1.855288E-02	+3.092146E-03	+3.092146E-03	-1.855288E-02	+4.638219E-02	+8.101422E-02	+4.638219E-02	-1.855288E-02	+3.092146E-03	+3.092146E-03	-1.855288E-02	+4.638219E-02	+8.101422E-02
	A	-2.380952E-03	+2.142857E-02	-1.071429E-01	+0.000000E+00	+1.071429E-01	-2.142857E-02	+2.380952E-03	-2.380952E-03	+2.142857E-02	-1.071429E-01	+0.000000E+00	+1.071429E-01	-2.142857E-02	+2.380952E-03	-2.380952E-03	+2.142857E-02	-1.071429E-01	+0.000000E+00	+1.071429E-01	-2.142857E-02	+2.380952E-03	-2.380952E-03	+2.142857E-02	-1.071429E-01	+0.000000E+00
	S	-7.034632E-03	+3.625541E-02	-1.028139E-02	-3.787879E-02	-1.028139E-02	+3.625541E-02	-7.034632E-03	-7.034632E-03	+3.625541E-02	-1.028139E-02	-3.787879E-02	-1.028139E-02	+3.625541E-02	-7.034632E-03	-7.034632E-03	+3.625541E-02	-1.028139E-02	-3.787879E-02	-1.028139E-02	+3.625541E-02	-7.034632E-03	-7.034632E-03	+3.625541E-02	-1.028139E-02	-3.787879E-02
	A	+2.976190E-03	-2.380952E-02	+3.869048E-02	+0.000000E+00	-3.869048E-02	+2.380952E-02	-2.976190E-03	+2.976190E-03	-2.380952E-02	+3.869048E-02	+0.000000E+00	-3.869048E-02	+2.380952E-02	-2.976190E-03	+2.976190E-03	-2.380952E-02	+3.869048E-02	+0.000000E+00	-3.869048E-02	+2.380952E-02	-2.976190E-03	+2.976190E-03	-2.380952E-02	+3.869048E-02	+0.000000E+00
	S	+1.623377E-03	-3.787879E-03	+5.411255E-04	+3.246753E-03	+5.411255E-04	-3.787879E-03	+1.623377E-03	+1.623377E-03	-3.787879E-03	+5.411255E-04	+3.246753E-03	+5.411255E-04	-3.787879E-03	+1.623377E-03	+1.623377E-03	-3.787879E-03	+5.411255E-04	+3.246753E-03	+5.411255E-04	-3.787879E-03	+1.623377E-03	+1.623377E-03	-3.787879E-03	+5.411255E-04	+3.246753E-03
	A	-5.952381E-04	+2.380952E-03	-2.976190E-03	+0.000000E+00	+2.976190E-03	-2.380952E-03	+5.952381E-04	-5.952381E-04	+2.380952E-03	-2.976190E-03	+0.000000E+00	+2.976190E-03	-2.380952E-03	+5.952381E-04	-5.952381E-04	+2.380952E-03	-2.976190E-03	+0.000000E+00	+2.976190E-03	-2.380952E-03	+5.952381E-04	-5.952381E-04	+2.380952E-03	-2.976190E-03	+0.000000E+00
	A	-2.319109E-03	+1.391466E-02	-3.478664E-02	-6.076067E-02	-3.478664E-02	+1.391466E-02	-2.319109E-03	-1.546073E-03	+9.276438E-03	-2.319109E-02	-4.050711E-02	-2.319109E-02	+9.276438E-03	-1.546073E-03	-7.730365E-04	+4.638219E-03	-1.159555E-02	-2.025356E-02	-1.159555E-02	+4.638219E-03	-7.730365E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+1.785714E-03	-1.607143E-02	+8.035714E-02	+0.000000E+00	-8.035714E-02	+1.607143E-02	-1.785714E-03	+1.190476E-03	-1.071429E-02	+5.357143E-02	+0.000000E+00	-5.357143E-02	+1.071429E-02	-1.190476E-03	+5.952381E-04	-5.357143E-03	+2.678571E-02	+0.000000E+00	-2.678571E-02	+5.357143E-03	-5.952381E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+5.275974E-03	-2.719156E-02	+7.711039E-03	+2.840909E-02	+7.711039E-03	-2.719156E-02	+5.275974E-03	+3.517316E-03	-1.812771E-02	+5.140693E-03	+1.893939E-02	+5.140693E-03	-1.812771E-02	+3.517316E-03	+1.758658E-03	-9.063853E-03	+2.570346E-03	+9.469697E-03	+2.570346E-03	-9.063853E-03	+1.758658E-03	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-2.232143E-03	+1.785714E-02	-2.901786E-02	+0.000000E+00	+2.901786E-02	-1.785714E-02	+2.232143E-03	-1.488095E-03	+1.190476E-02	-1.934524E-02	+0.000000E+00	+1.934524E-02	-1.190476E-02	+1.488095E-03	-7.440476E-04	+5.952381E-03	-9.672619E-03	+0.000000E+00	+9.672619E-03	-5.952381E-03	+7.440476E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	-1.217532E-03	+2.840909E-03	-4.058442E-04	-2.435065E-03	-4.058442E-04	+2.840909E-03	-1.217532E-03	-8.116883E-04	+1.893939E-03	-2.705628E-04	-1.623377E-03	-2.705628E-04	+1.893939E-03	-8.116883E-04	-4.058442E-04	+9.469697E-04	-1.352814E-04	-8.116883E-04	-1.352814E-04	+9.469697E-04	-4.058442E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+4.464286E-04	-1.785714E-03	+2.232143E-03	+0.000000E+00	-2.232143E-03	+1.785714E-03	-4.464286E-04	+2.976190E-04	-1.190476E-03	+1.488095E-03	+0.000000E+00	-1.488095E-03	+1.190476E-03	-2.976190E-04	+1.488095E-04	-5.952381E-04	+7.440476E-04	+0.000000E+00	-7.440476E-04	+5.952381E-04	-1.488095E-04	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
#   as long as you credit me and license your new creations under the terms identical
#   to the current license.
# SEE "https://creativecommons.org/licenses/by-nc-sa/4.0" FOR DETAILS.
#
# RELEASED BY: Chandra Shekhar
#      E-mail: chandraiitk[AT]yahoo[DOT]co[DOT]in
#    Homepage: https://sites.google.com/site/chandraacads
# FOR ANY QUESTION OR COMMENT, OR FOR A COMMERCIAL LICENSE, PLEASE EMAIL ME.
#
# For additional details, please visit my homepage.
#
# ==================================== End of File ====================================
