# ================================== Start of File ====================================
# Spatial dimensions = 2
# Kernel size = 7x7
# Polynomial order = 5x5
# Size of the convolution coefficient matrix = 36x49
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~25 = the left-half columns of the row.
# Column# 26 = the middle column of the row.
# Column# 27~50, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 25~2, respectively.
# Matrix starts:
	S	+4.685070E-04	-2.811042E-03	+7.027604E-03	+1.227488E-02	+7.027604E-03	-2.811042E-03	+4.685070E-04	-2.811042E-03	+1.686625E-02	-4.216563E-02	-7.364929E-02	-4.216563E-02	+1.686625E-02	-2.811042E-03	+7.027604E-03	-4.216563E-02	+1.054141E-01	+1.841232E-01	+1.054141E-01	-4.216563E-02	+7.027604E-03	+1.227488E-02	-7.364929E-02	+1.841232E-01	+3.216019E-01
	A	-3.607504E-04	+3.246753E-03	-1.623377E-02	+0.000000E+00	+1.623377E-02	-3.246753E-03	+3.607504E-04	+2.164502E-03	-1.948052E-02	+9.740260E-02	+0.000000E+00	-9.740260E-02	+1.948052E-02	-2.164502E-03	-5.411255E-03	+4.870130E-02	-2.435065E-01	+0.000000E+00	+2.435065E-01	-4.870130E-02	+5.411255E-03	-9.451659E-03	+8.506494E-02	-4.253247E-01	+0.000000E+00
	S	-1.065853E-03	+5.493244E-03	-1.557786E-03	-5.739210E-03	-1.557786E-03	+5.493244E-03	-1.065853E-03	+6.395120E-03	-3.295946E-02	+9.346714E-03	+3.443526E-02	+9.346714E-03	-3.295946E-02	+6.395120E-03	-1.598780E-02	+8.239866E-02	-2.336678E-02	-8.608815E-02	-2.336678E-02	+8.239866E-02	-1.598780E-02	-2.792536E-02	+1.439230E-01	-4.081398E-02	-1.503673E-01
	A	+4.509380E-04	-3.607504E-03	+5.862193E-03	+0.000000E+00	-5.862193E-03	+3.607504E-03	-4.509380E-04	-2.705628E-03	+2.164502E-02	-3.517316E-02	+0.000000E+00	+3.517316E-02	-2.164502E-02	+2.705628E-03	+6.764069E-03	-5.411255E-02	+8.793290E-02	+0.000000E+00	-8.793290E-02	+5.411255E-02	-6.764069E-03	+1.181457E-02	-9.451659E-02	+1.535895E-01	+0.000000E+00
	S	+2.459662E-04	-5.739210E-04	+8.198872E-05	+4.919323E-04	+8.198872E-05	-5.739210E-04	+2.459662E-04	-1.475797E-03	+3.443526E-03	-4.919323E-04	-2.951594E-03	-4.919323E-04	+3.443526E-03	-1.475797E-03	+3.689492E-03	-8.608815E-03	+1.229831E-03	+7.378985E-03	+1.229831E-03	-8.608815E-03	+3.689492E-03	+6.444313E-03	-1.503673E-02	+2.148104E-03	+1.288863E-02
	A	-9.018759E-05	+3.607504E-04	-4.509380E-04	+0.000000E+00	+4.509380E-04	-3.607504E-04	+9.018759E-05	+5.411255E-04	-2.164502E-03	+2.705628E-03	+0.000000E+00	-2.705628E-03	+2.164502E-03	-5.411255E-04	-1.352814E-03	+5.411255E-03	-6.764069E-03	+0.000000E+00	+6.764069E-03	-5.411255E-03	+1.352814E-03	-2.362915E-03	+9.451659E-03	-1.181457E-02	+0.000000E+00
	A	-3.607504E-04	+2.164502E-03	-5.411255E-03	-9.451659E-03	-5.411255E-03	+2.164502E-03	-3.607504E-04	+3.246753E-03	-1.948052E-02	+4.870130E-02	+8.506494E-02	+4.870130E-02	-1.948052E-02	+3.246753E-03	-1.623377E-02	+9.740260E-02	-2.435065E-01	-4.253247E-01	-2.435065E-01	+9.740260E-02	-1.623377E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	+2.777778E-04	-2.500000E-03	+1.250000E-02	+0.000000E+00	-1.250000E-02	+2.500000E-03	-2.777778E-04	-2.500000E-03	+2.250000E-02	-1.125000E-01	+0.000000E+00	+1.125000E-01	-2.250000E-02	+2.500000E-03	+1.250000E-02	-1.125000E-01	+5.625000E-01	+0.000000E+00	-5.625000E-01	+1.125000E-01	-1.250000E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	A	+8.207071E-04	-4.229798E-03	+1.199495E-03	+4.419192E-03	+1.199495E-03	-4.229798E-03	+8.207071E-04	-7.386364E-03	+3.806818E-02	-1.079545E-02	-3.977273E-02	-1.079545E-02	+3.806818E-02	-7.386364E-03	+3.693182E-02	-1.903409E-01	+5.397727E-02	+1.988636E-01	+5.397727E-02	-1.903409E-01	+3.693182E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
	S	-3.472222E-04	+2.777778E-03	-4.513889E-03	+0.000000E+00	+4.513889E-03	-2.777778E-03	+3.472222E-04	+3.125000E-03	-2.500000E-02	+4.062500E-02	+0.000000E+00	-4.062500E-02	+2.500000E-02	-3.125000E-03	-1.562500E-02	+1.250000E-01	-2.031250E-01	+0.000000E+00	+2.031250E-01	-1.250000E-01	+1.562500E-02	+0.000000E+00	+0.000000E+00	+0.000000E+00	+0.000000E+00
