# ================================== Start of File ====================================
# Spatial dimensions = 1
# Kernel size = 127
# Polynomial order = 5
# Size of the convolution coefficient matrix = 6x127
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~64 = the left-half columns of the row.
# Column# 65 = the middle column of the row.
# Column# 66~128, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 64~2, respectively.
# Matrix starts:
	S	+1.321655E-02	+1.023217E-02	+7.513933E-03	+5.051280E-03	+2.833811E-03	+8.513032E-04	-9.062961E-04	-2.448867E-03	-3.786119E-03	-4.927587E-03	-5.882637E-03	-6.660461E-03	-7.270082E-03	-7.720348E-03	-8.019936E-03	-8.177353E-03	-8.200932E-03	-8.098836E-03	-7.879053E-03	-7.549404E-03	-7.117534E-03	-6.590917E-03	-5.976858E-03	-5.282486E-03	-4.514761E-03	-3.680471E-03	-2.786230E-03	-1.838483E-03	-8.435012E-04	+1.926151E-04	+1.263938E-03	+2.364711E-03	+3.489349E-03	+4.632440E-03	+5.788743E-03	+6.953189E-03	+8.120881E-03	+9.287093E-03	+1.044727E-02	+1.159704E-02	+1.273217E-02	+1.384865E-02	+1.494260E-02	+1.601032E-02	+1.704830E-02	+1.805318E-02	+1.902179E-02	+1.995111E-02	+2.083831E-02	+2.168074E-02	+2.247589E-02	+2.322145E-02	+2.391527E-02	+2.455537E-02	+2.513995E-02	+2.566738E-02	+2.613619E-02	+2.654510E-02	+2.689299E-02	+2.717892E-02	+2.740211E-02	+2.756196E-02	+2.765805E-02	+2.769010E-02
	A	-1.401048E-03	-9.720188E-04	-5.989028E-04	-2.778641E-04	-5.209512E-06	+2.226134E-04	+4.090184E-04	+5.572835E-04	+6.705527E-04	+7.518386E-04	+8.040248E-04	+8.298681E-04	+8.320011E-04	+8.129341E-04	+7.750581E-04	+7.206464E-04	+6.518575E-04	+5.707372E-04	+4.792211E-04	+3.791367E-04	+2.722060E-04	+1.600478E-04	+4.417990E-05	-7.397847E-05	-1.931042E-04	-3.119682E-04	-4.294327E-04	-5.444492E-04	-6.560560E-04	-7.633761E-04	-8.656142E-04	-9.620552E-04	-1.052061E-03	-1.135069E-03	-1.210590E-03	-1.278203E-03	-1.337557E-03	-1.388367E-03	-1.430409E-03	-1.463523E-03	-1.487605E-03	-1.502610E-03	-1.508544E-03	-1.505466E-03	-1.493486E-03	-1.472758E-03	-1.443483E-03	-1.405902E-03	-1.360297E-03	-1.306989E-03	-1.246332E-03	-1.178713E-03	-1.104551E-03	-1.024292E-03	-9.384086E-04	-8.473958E-04	-7.517705E-04	-6.520683E-04	-5.488410E-04	-4.426546E-04	-3.340869E-04	-2.237251E-04	-1.121631E-04	+0.000000E+00
	S	-4.664861E-05	-3.765451E-05	-2.934614E-05	-2.169728E-05	-1.468213E-05	-8.275335E-06	-2.451953E-06	+2.812527E-06	+7.542190E-06	+1.176070E-05	+1.549128E-05	+1.875674E-05	+2.157947E-05	+2.398142E-05	+2.598411E-05	+2.760864E-05	+2.887570E-05	+2.980553E-05	+3.041795E-05	+3.073236E-05	+3.076773E-05	+3.054260E-05	+3.007510E-05	+2.938291E-05	+2.848329E-05	+2.739309E-05	+2.612871E-05	+2.470615E-05	+2.314097E-05	+2.144829E-05	+1.964282E-05	+1.773885E-05	+1.575023E-05	+1.369038E-05	+1.157232E-05	+9.408606E-06	+7.211400E-06	+4.992421E-06	+2.762967E-06	+5.339077E-07	-1.684313E-06	-3.881677E-06	-6.048592E-06	-8.175894E-06	-1.025484E-05	-1.227713E-05	-1.423486E-05	-1.612058E-05	-1.792725E-05	-1.964827E-05	-2.127746E-05	-2.280906E-05	-2.423773E-05	-2.555859E-05	-2.676715E-05	-2.785937E-05	-2.883161E-05	-2.968069E-05	-3.040383E-05	-3.099868E-05	-3.146334E-05	-3.179630E-05	-3.199651E-05	-3.206331E-05
	A	+2.119857E-06	+1.541765E-06	+1.031941E-06	+5.858855E-07	+1.992656E-07	-1.320891E-07	-4.121886E-07	-6.448851E-07	-8.338761E-07	-9.827068E-07	-1.094773E-06	-1.173324E-06	-1.221465E-06	-1.242159E-06	-1.238232E-06	-1.212374E-06	-1.167139E-06	-1.104955E-06	-1.028118E-06	-9.388028E-07	-8.390593E-07	-7.308190E-07	-6.158962E-07	-4.959912E-07	-3.726927E-07	-2.474810E-07	-1.217302E-07	+3.288696E-09	+1.264054E-07	+2.465473E-07	+3.627370E-07	+4.740894E-07	+5.798090E-07	+6.791875E-07	+7.716006E-07	+8.565056E-07	+9.334386E-07	+1.002012E-06	+1.061911E-06	+1.112892E-06	+1.154779E-06	+1.187462E-06	+1.210892E-06	+1.225081E-06	+1.230097E-06	+1.226064E-06	+1.213157E-06	+1.191598E-06	+1.161658E-06	+1.123651E-06	+1.077928E-06	+1.024884E-06	+9.649457E-07	+8.985723E-07	+8.262541E-07	+7.485082E-07	+6.658759E-07	+5.789206E-07	+4.882245E-07	+3.943861E-07	+2.980177E-07	+1.997422E-07	+1.001907E-07	+0.000000E+00
	S	+1.764097E-08	+1.484082E-08	+1.224227E-08	+9.837755E-09	+7.619795E-09	+5.581053E-09	+3.714313E-09	+2.012480E-09	+4.685841E-10	-9.242227E-10	-2.172664E-09	-3.283341E-09	-4.262729E-09	-5.117184E-09	-5.852935E-09	-6.476089E-09	-6.992631E-09	-7.408419E-09	-7.729192E-09	-7.960563E-09	-8.108022E-09	-8.176935E-09	-8.172546E-09	-8.099976E-09	-7.964220E-09	-7.770153E-09	-7.522523E-09	-7.225958E-09	-6.884960E-09	-6.503910E-09	-6.087064E-09	-5.638554E-09	-5.162392E-09	-4.662462E-09	-4.142527E-09	-3.606229E-09	-3.057081E-09	-2.498478E-09	-1.933688E-09	-1.365858E-09	-7.980109E-10	-2.330451E-10	+3.262631E-10	+8.772612E-10	+1.417420E-09	+1.944334E-09	+2.455720E-09	+2.949419E-09	+3.423397E-09	+3.875740E-09	+4.304659E-09	+4.708489E-09	+5.085688E-09	+5.434837E-09	+5.754641E-09	+6.043927E-09	+6.301647E-09	+6.526875E-09	+6.718810E-09	+6.876773E-09	+7.000209E-09	+7.088686E-09	+7.141896E-09	+7.159653E-09
	A	-5.880324E-10	-4.480247E-10	-3.236978E-10	-2.140402E-10	-1.180771E-10	-3.487024E-11	+3.648275E-11	+9.684917E-11	+1.470617E-10	+1.879190E-10	+2.201864E-10	+2.445965E-10	+2.618497E-10	+2.726148E-10	+2.775298E-10	+2.772022E-10	+2.722098E-10	+2.631013E-10	+2.503970E-10	+2.345892E-10	+2.161427E-10	+1.954960E-10	+1.730611E-10	+1.492248E-10	+1.243489E-10	+9.877103E-11	+7.280502E-11	+4.674173E-11	+2.084954E-11	-4.625002E-12	-2.945658E-11	-5.344051E-11	-7.639215E-11	-9.814625E-11	-1.185564E-10	-1.374943E-10	-1.548494E-10	-1.705280E-10	-1.844529E-10	-1.965626E-10	-2.068107E-10	-2.151656E-10	-2.216093E-10	-2.261376E-10	-2.287585E-10	-2.294927E-10	-2.283720E-10	-2.254393E-10	-2.207478E-10	-2.143605E-10	-2.063492E-10	-1.967946E-10	-1.857850E-10	-1.734160E-10	-1.597900E-10	-1.450154E-10	-1.292061E-10	-1.124808E-10	-9.496242E-11	-7.677766E-11	-5.805611E-11	-3.892985E-11	-1.953278E-11	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
