# ================================== Start of File ====================================
# Spatial dimensions = 1
# Kernel size = 95
# Polynomial order = 5
# Size of the convolution coefficient matrix = 6x95
#
# Column# 1:
#    S/A => The left and the right halves of the row are symmetric(S)/anti-symmetric(A) about the middle column.
#           If symmetric elements on the right half, their signs are same as the corresponding elements on the left side.
#           If anti-symmetric elements, the signs are opposite.
# Column# 2~48 = the left-half columns of the row.
# Column# 49 = the middle column of the row.
# Column# 50~96, which are the right-half columns, are not stored, because they are symmetric/anti-symmetric
#           of the elements in the column# 48~2, respectively.
# Matrix starts:
	S	+1.701771E-02	+1.183841E-02	+7.282847E-03	+3.317618E-03	-8.996307E-05	-2.971841E-03	-5.359229E-03	-7.282602E-03	-8.771705E-03	-9.855546E-03	-1.056240E-02	-1.091980E-02	-1.095456E-02	-1.069275E-02	-1.015971E-02	-9.380027E-03	-8.377581E-03	-7.175504E-03	-5.796192E-03	-4.261312E-03	-2.591793E-03	-8.078317E-04	+1.071111E-03	+3.026309E-03	+5.039768E-03	+7.094231E-03	+9.173173E-03	+1.126081E-02	+1.334207E-02	+1.540266E-02	+1.742897E-02	+1.940816E-02	+2.132810E-02	+2.317742E-02	+2.494547E-02	+2.662234E-02	+2.819883E-02	+2.966652E-02	+3.101768E-02	+3.224534E-02	+3.334325E-02	+3.430592E-02	+3.512856E-02	+3.580714E-02	+3.633835E-02	+3.671962E-02	+3.694912E-02	+3.702574E-02
	A	-2.380319E-03	-1.398101E-03	-5.886374E-04	+6.407254E-05	+5.752217E-04	+9.592136E-04	+1.229680E-03	+1.399501E-03	+1.480818E-03	+1.485057E-03	+1.422944E-03	+1.304522E-03	+1.139172E-03	+9.356284E-04	+7.019966E-04	+4.457732E-04	+1.738625E-04	-1.074054E-04	-3.922567E-04	-6.754557E-04	-9.522870E-04	-1.218537E-03	-1.470479E-03	-1.704848E-03	-1.918833E-03	-2.110049E-03	-2.276527E-03	-2.416691E-03	-2.529341E-03	-2.613639E-03	-2.669084E-03	-2.695500E-03	-2.693016E-03	-2.662049E-03	-2.603282E-03	-2.517652E-03	-2.406328E-03	-2.270695E-03	-2.112335E-03	-1.933010E-03	-1.734641E-03	-1.519296E-03	-1.289166E-03	-1.046552E-03	-7.938416E-04	-5.334970E-04	-2.680329E-04	+0.000000E+00
	S	-1.079755E-04	-7.995128E-05	-5.480198E-05	-3.237943E-05	-1.253871E-05	+4.861864E-06	+1.996071E-05	+3.289300E-05	+4.379064E-05	+5.278227E-05	+5.999329E-05	+6.554584E-05	+6.955879E-05	+7.214778E-05	+7.342515E-05	+7.350003E-05	+7.247827E-05	+7.046245E-05	+6.755192E-05	+6.384275E-05	+5.942777E-05	+5.439656E-05	+4.883541E-05	+4.282737E-05	+3.645226E-05	+2.978660E-05	+2.290367E-05	+1.587350E-05	+8.762867E-06	+1.635270E-06	-5.449033E-06	-1.243305E-05	-1.926303E-05	-2.588850E-05	-3.226223E-05	-3.834025E-05	-4.408184E-05	-4.944957E-05	-5.440922E-05	-5.892985E-05	-6.298378E-05	-6.654659E-05	-6.959710E-05	-7.211740E-05	-7.409283E-05	-7.551199E-05	-7.636675E-05	-7.665221E-05
	A	+6.475596E-06	+4.099688E-06	+2.101393E-06	+4.471535E-07	-8.949184E-07	-1.955076E-06	-2.761975E-06	-3.342711E-06	-3.722858E-06	-3.926503E-06	-3.976285E-06	-3.893432E-06	-3.697796E-06	-3.407894E-06	-3.040942E-06	-2.612893E-06	-2.138475E-06	-1.631226E-06	-1.103534E-06	-5.666727E-07	-3.083782E-08	+4.948144E-07	+1.002131E-06	+1.483923E-06	+1.933934E-06	+2.346794E-06	+2.717991E-06	+3.043828E-06	+3.321389E-06	+3.548502E-06	+3.723698E-06	+3.846177E-06	+3.915774E-06	+3.932914E-06	+3.898581E-06	+3.814279E-06	+3.681994E-06	+3.504160E-06	+3.283616E-06	+3.023575E-06	+2.727584E-06	+2.399487E-06	+2.043387E-06	+1.663611E-06	+1.264672E-06	+8.512292E-07	+4.280565E-07	+0.000000E+00
	S	+7.340281E-08	+5.778519E-08	+4.367896E-08	+3.100744E-08	+1.969566E-08	+9.670321E-09	+8.598200E-10	-6.805771E-09	-1.339469E-08	-1.897350E-08	-2.360705E-08	-2.735855E-08	-3.028949E-08	-3.245968E-08	-3.392725E-08	-3.474866E-08	-3.497865E-08	-3.467031E-08	-3.387502E-08	-3.264249E-08	-3.102075E-08	-2.905612E-08	-2.679326E-08	-2.427513E-08	-2.154301E-08	-1.863651E-08	-1.559353E-08	-1.245029E-08	-9.241338E-09	-5.999532E-09	-2.756041E-09	+4.596490E-10	+3.619736E-09	+6.698104E-09	+9.670321E-09	+1.251364E-08	+1.520700E-08	+1.773103E-08	+2.006803E-08	+2.220199E-08	+2.411860E-08	+2.580521E-08	+2.725088E-08	+2.844634E-08	+2.938401E-08	+3.005798E-08	+3.046405E-08	+3.059968E-08
	A	-3.229724E-09	-2.198961E-09	-1.323367E-09	-5.894480E-10	+1.562065E-11	+5.040126E-10	+8.872635E-10	+1.176286E-09	+1.381386E-09	+1.512275E-09	+1.578086E-09	+1.587390E-09	+1.548209E-09	+1.468030E-09	+1.353822E-09	+1.212050E-09	+1.048689E-09	+8.692408E-10	+6.787459E-10	+4.818011E-10	+2.825729E-10	+8.481266E-11	-1.081287E-10	-2.932857E-10	-4.680636E-10	-6.302233E-10	-7.778670E-10	-9.094230E-10	-1.023631E-09	-1.119527E-09	-1.196429E-09	-1.253923E-09	-1.291844E-09	-1.310267E-09	-1.309488E-09	-1.290012E-09	-1.252536E-09	-1.197934E-09	-1.127245E-09	-1.041654E-09	-9.424806E-10	-8.311640E-10	-7.092458E-10	-5.783571E-10	-4.402029E-10	-2.965478E-10	-1.492006E-10	+0.000000E+00
# Matrix ends.
#
#
# ---------------------------------- LICENSE NOTICE -----------------------------------
# THIS DATA IS RELEASED UNDER THE CREATIVE COMMONS LICENSE "CC BY-NC-SA 4.0".
#   This license lets you remix, tweak, and build upon this work non-commercially,
#   as long as you credit me and license your new creations under the terms identical
#   to the current license.
# SEE "https://creativecommons.org/licenses/by-nc-sa/4.0" FOR DETAILS.
#
# RELEASED BY: Chandra Shekhar
#      E-mail: chandraiitk[AT]yahoo[DOT]co[DOT]in
#    Homepage: https://sites.google.com/site/chandraacads
# FOR ANY QUESTION OR COMMENT, OR FOR A COMMERCIAL LICENSE, PLEASE EMAIL ME.
#
# For additional details, please visit my homepage.
#
# ==================================== End of File ====================================
